gene_symbol	chimp1	chimp2	chimp3	chimp4	macaca1	macaca2	macaca3	macaca4
CYRIA	647	316	518	538	215	232	254	241
CYRIB	1282	729	984	1061	628	585	1168	568
CYSLTR2	79	149	231	135	135	117	243	119
CYSTM1	1115	1019	1162	1219	1331	1661	1847	2079
CYTH1	2323	1509	2508	1805	580	604	1032	765
CYTH2	1984	1218	1387	1613	750	825	1127	978
CYTH3	1106	1054	1715	1514	796	943	1086	1032
CYTH4	665	115	794	297	178	85	201	177
CYTIP	519	85	232	172	15	18	60	27
CYYR1	1866	1807	2286	1969	818	862	1187	1032
D2HGDH	865	794	638	747	550	827	1411	1111
DAAM1	3071	3108	6017	3900	2549	3649	3695	2916
DAAM2	827	615	1566	866	284	205	567	235
DAB1	134	133	57	135	120	97	162	140
DAB2	5985	2734	2806	5008	2897	4143	7677	2958
DAB2IP	2063	1439	2265	1775	847	820	1442	1286
DACT1	1436	612	303	1095	355	282	460	407
DAD1	3568	2703	3232	3562	1903	2115	2945	2249
DAG1	5512	4810	8093	6473	5253	6270	8816	6509
DAGLA	350	236	343	352	120	139	174	90
DAGLB	368	278	274	360	120	182	202	181
DALRD3	1161	756	1032	1132	310	320	508	343
DAP	257	188	135	279	32	42	56	62
DAP3	2308	2645	2941	1901	965	1116	1736	1324
DAPK1	1084	487	554	555	163	232	478	429
DAPK2	1505	1957	4179	1189	1658	3258	2045	2422
DAPK3	2206	1745	2607	1865	1020	1038	1641	1419
DARS1	3567	2896	3819	3326	2400	3193	3811	3122
DARS2	715	689	694	408	558	695	824	578
DAXX	1366	787	814	1085	1573	1439	2351	1577
DAZAP1	2629	2059	2372	2690	921	1039	1547	1063
DAZAP2	1880	1443	2694	1708	693	928	1395	1048
DBF4B	331	206	236	338	128	154	249	136
DBI	6795	5102	4770	4623	2705	4472	4815	1266
DBN1	1971	1624	2382	2035	555	645	1424	722
DBNDD2	5256	8067	9127	5992	3599	4121	6108	4824
DBP	482	172	310	204	335	305	616	269
DBR1	467	258	483	311	229	275	364	225
DBT	3248	3580	4072	3265	926	1260	1464	1171
DCAF1	1137	844	1174	1115	453	806	986	728
DCAF10	575	514	307	606	257	386	512	399
DCAF11	3262	3069	4129	3304	2078	2936	3970	3043
DCAF12	439	411	326	473	250	269	387	316
DCAF13	306	268	325	281	107	117	158	131
DCAF15	683	421	535	551	157	201	339	165
DCAF16	670	561	1016	709	351	483	662	491
DCAF17	675	537	507	715	456	590	784	493
DCAF4	178	137	162	217	95	106	240	111
DCAF5	2806	1960	2289	1952	1473	1792	2558	1969
DCAF6	9866	9413	11650	9687	8799	10622	17550	11037
DCAF7	3017	1945	1778	2539	1788	2549	2998	2574
DCAF8	8094	8459	11564	7501	6564	9092	12898	9395
DCAKD	358	274	338	299	92	172	246	158
DCBLD1	485	511	869	485	317	293	556	436
DCBLD2	985	918	745	1324	1388	1995	1566	1824
DCHS1	1309	963	896	2747	1038	848	1731	860
DCLK1	855	409	627	842	238	149	212	152
DCLK2	720	476	546	808	310	321	652	346
DCLRE1A	348	164	195	436	529	626	974	465
DCLRE1B	170	87	127	125	80	58	112	72
DCN	111889	46518	77157	109077	19334	20370	29286	20783
DCP1B	314	81	155	154	87	70	198	70
DCPS	277	219	247	380	124	121	182	146
DCTD	2412	1900	2431	2617	758	982	1272	1003
DCTN1	13555	9454	6507	11577	8237	6790	8478	8704
DCTN2	5326	4061	5321	5275	2665	3147	4582	3125
DCTN3	1893	1684	2294	1974	1662	1945	2952	2170
DCTN4	4440	3389	4357	3456	2847	3596	5388	3908
DCTN5	125	102	131	107	47	67	112	102
DCTN6	1863	1493	2123	1766	1930	2712	3287	2750
DCTPP1	694	676	887	759	360	291	522	344
DCUN1D1	931	593	862	833	757	869	1151	862
DCUN1D2	1583	1521	2871	1332	2401	2014	4282	2419
DCUN1D4	1380	853	1133	1270	481	618	945	776
DCUN1D5	896	821	1628	860	1224	1175	1927	1219
DCXR	1619	2266	1844	2157	645	332	716	610
DDAH1	2296	1385	1857	2370	266	235	363	582
DDAH2	2319	1244	1080	2280	696	859	1202	1039
DDB1	6005	5062	5639	4577	3550	4828	6629	5132
DDB2	510	331	410	434	99	126	172	125
DDHD1	780	765	871	832	278	473	477	397
DDHD2	2834	2431	3388	3009	1495	1952	2411	1534
DDI2	210	296	204	175	174	205	348	358
DDIT3	2123	1836	1443	1388	336	478	713	654
DDIT4	1104	860	1500	784	440	343	595	1036
DDIT4L	133	257	190	180	11	7	17	10
DDO	934	942	1148	854	796	827	1730	938
DDOST	4084	4421	6162	4211	2252	2679	3488	2803
DDR2	252	489	195	638	191	173	299	210
DDRGK1	1584	1125	1277	1464	672	810	1061	706
DDT	788	897	679	1024	493	728	849	612
DDX1	11142	11650	13868	10538	7221	9154	11142	8778
DDX17	26246	22529	30048	33970	17301	27362	27451	23432
DDX19A	1446	1010	1637	1166	634	685	1188	789
DDX19B	473	322	623	322	139	93	212	118
DDX20	156	102	237	123	136	236	305	196
DDX21	545	619	688	575	315	394	539	406
DDX23	1726	1036	1676	1475	840	1159	1420	954
DDX24	9990	7854	14118	7869	3174	4704	5706	5097
DDX27	1742	802	1067	1107	558	777	1179	848
DDX28	539	296	407	310	200	210	360	203
DDX31	128	96	71	123	141	237	293	203
DDX39A	811	394	482	534	549	454	682	546
DDX39B	13554	8446	13047	10972	4044	4835	6585	5631
DDX3X	1173	1713	2142	1379	924	2261	1868	1578
DDX41	1415	1092	1187	1291	534	739	1172	854
DDX42	5039	4344	6853	4266	1791	2587	3200	2558
DDX46	2624	2349	4340	2857	1631	1938	2695	1944
DDX47	1474	988	1144	1245	510	589	955	678
DDX49	842	680	841	824	136	254	198	270
DDX5	28907	23075	37246	32218	13606	19518	21279	22144
DDX50	409	305	355	374	207	292	326	234
DDX51	341	315	346	289	71	120	153	120
DDX54	1122	947	1217	1132	673	812	1017	818
DDX55	342	177	265	255	136	113	173	139
DDX56	1544	930	1519	1287	923	1015	1569	1187
DDX59	309	185	315	344	201	284	280	264
DDX6	119	326	260	256	86	112	144	124
DDX60	485	266	329	388	109	156	199	214
DDX60L	272	301	293	316	216	135	383	292
DEAF1	552	492	551	566	415	420	784	423
DECR1	12799	18486	20250	13409	6060	7056	10065	8532
DEDD	1237	873	1267	972	588	673	984	634
DEF6	279	65	143	140	37	30	55	33
DEF8	230	231	288	241	35	71	78	78
DEGS1	2216	1945	1702	2491	1847	2794	3213	2078
DEK	285	199	369	206	23	23	18	20
DELE1	3396	3492	2375	3870	2391	5163	5519	5706
DENND11	94	145	243	197	201	254	293	184
DENND1A	529	395	621	409	235	231	367	305
DENND1B	163	395	237	299	197	172	321	295
DENND2A	748	870	745	1070	224	218	355	236
DENND2B	2333	1329	2225	2291	1510	1461	2218	1591
DENND2D	459	46	47	61	34	20	72	28
DENND3	2318	1864	2267	1897	120	82	193	182
DENND4A	698	626	561	683	245	454	549	615
DENND4B	3676	2501	3719	2890	1508	1731	2608	1885
DENND4C	1382	1675	1615	1594	757	800	1184	874
DENND5A	10436	7973	11342	10424	2764	3230	4910	3869
DENND5B	354	1020	691	855	579	668	1005	762
DENND6A	938	749	1458	843	514	800	965	566
DENND6B	164	104	54	162	217	232	375	301
DEPDC5	445	240	336	306	109	103	228	124
DEPP1	1883	709	1242	735	343	397	630	482
DEPTOR	164	212	97	242	67	155	167	74
DERA	863	1403	1706	774	374	383	531	435
DERL1	2214	1617	2484	1787	884	1027	1364	1162
DERL2	897	549	943	873	425	531	707	560
DES	273538	342975	448662	333836	116930	93834	174059	143354
DESI1	697	871	824	836	366	346	569	566
DET1	372	381	200	359	275	259	475	294
DFFA	527	337	272	397	307	279	496	369
DGAT1	1795	1540	1880	1368	555	502	806	416
DGAT2	610	580	1023	399	3816	2034	4792	2958
DGCR2	4203	3697	5828	4044	2502	2892	4025	3110
DGCR8	1595	876	1987	1648	708	917	1185	1031
DGKA	871	271	381	555	92	73	152	92
DGKD	1046	727	1268	996	655	723	1086	911
DGKG	546	664	205	1136	53	24	61	172
DGKZ	1644	1070	1138	1312	1306	1476	2134	1754
DGLUCY	10453	10206	8844	11379	802	1184	2867	1010
DGUOK	1105	646	1146	963	139	154	262	165
DHCR24	6397	5674	5924	5197	506	663	479	851
DHCR7	421	493	552	439	60	61	101	109
DHDDS	1261	747	915	1126	1353	979	2706	1551
DHDH	742	124	164	61	19	123	233	131
DHODH	274	277	343	242	195	212	438	251
DHPS	1167	1014	785	1042	562	777	1224	901
DHRS1	851	590	537	628	1515	1363	1294	1564
DHRS3	2470	2008	3092	1886	1647	3000	2866	2370
DHRS7	1678	651	931	1108	2145	3042	2736	2318
DHRS7B	734	759	1228	667	209	322	439	510
DHRS7C	436	19	503	127	982	3049	2613	590
DHRS9	332	123	264	455	5	3	13	4
DHTKD1	253	226	166	242	358	588	627	698
DHX15	4339	2806	4113	3381	2772	2969	4381	3316
DHX16	3749	2943	2274	2426	787	994	1303	1026
DHX29	1658	1480	1646	1695	1527	1848	2822	1740
DHX30	2824	2347	2570	2379	1355	1537	2401	1768
DHX32	3386	2405	3008	2969	1708	2107	4401	2699
DHX33	264	337	429	261	138	136	181	107
DHX34	490	268	234	310	90	74	140	99
DHX35	1147	1040	1740	1017	181	217	509	245
DHX36	1241	1073	1632	1227	637	951	1328	1121
DHX37	378	181	355	247	95	109	188	113
DHX38	2220	1458	3467	1598	1001	1194	1779	1345
DHX40	737	580	860	740	439	729	760	618
DHX57	267	357	356	350	352	520	652	344
DHX58	641	344	756	543	121	143	292	210
DHX8	1088	915	1065	1121	671	791	1151	830
DHX9	260	243	361	263	180	325	285	243
DIABLO	912	748	766	884	804	979	1431	1037
DIAPH1	3290	1817	2138	2316	581	505	943	908
DIAPH2	719	601	493	727	321	421	550	328
DICER1	189	388	279	423	195	194	412	319
DIDO1	2630	1794	2832	2696	1764	2027	2994	1939
DIMT1	1252	957	1087	1038	655	626	1099	823
DIO1	277	61	56	14	33	73	144	198
DIO2	2570	1446	366	7169	1198	971	2134	1528
DIP2A	1144	1353	2025	1417	1375	1629	2071	1361
DIP2B	1059	1104	1205	1231	786	1107	1205	1186
DIP2C	2201	1883	1923	1994	1157	1630	2064	1775
DIPK1A	293	150	162	238	128	87	264	101
DIPK1B	344	518	783	614	171	283	403	351
DIPK2A	762	576	258	747	301	1112	365	289
DIPK2B	2199	1540	1259	1945	901	1045	1403	989
DIRAS2	1576	94	1531	1536	8	6	15	5
DIS3	1369	1322	1736	1358	362	475	703	298
DIS3L	913	1084	1353	1163	365	480	667	412
DIS3L2	394	288	207	292	279	276	483	358
DISC1	174	91	246	241	193	120	237	240
DISP1	597	646	633	792	1955	2872	2125	1942
DIXDC1	1365	1503	1675	1642	990	1482	984	922
DKC1	1369	937	1602	1081	483	803	933	606
DKK3	18964	9906	17502	10584	6843	7089	20630	22791
DLAT	6676	9102	10740	6995	6247	6221	10229	6463
DLC1	1687	2302	2370	2261	1359	2358	1712	1421
DLD	12734	16060	16934	13854	15673	20049	28736	20669
DLEC1	816	933	947	767	405	488	865	546
DLG1	2560	2175	2296	3078	904	1264	1589	1237
DLG2	149	140	190	206	15	149	86	40
DLG3	526	423	973	522	348	385	553	453
DLG4	1585	1088	692	1288	505	333	581	499
DLG5	1354	714	721	1077	611	997	688	673
DLGAP4	3343	1678	1251	2854	960	737	1813	1996
DLK2	121	359	37	367	6	6	6	7
DLL1	267	348	206	380	167	136	260	226
DLL4	1034	2432	340	852	564	756	986	852
DLST	1047	1137	1204	1019	1592	1923	2889	1868
DMAC2	1751	1987	1759	1976	2341	2418	4745	3097
DMAC2L	810	896	906	817	394	478	702	377
DMAP1	928	791	984	1026	459	525	822	603
DMD	2531	5917	4720	4552	4151	6512	7105	6044
DMGDH	895	477	604	335	84	206	351	508
DMTF1	2490	1647	2024	2696	1063	1558	1648	1380
DMTN	4291	5000	3978	3897	1062	1082	2299	1388
DMWD	1546	1209	1504	1574	755	914	1278	1071
DMXL1	1184	1132	1296	1200	1117	1406	1859	1463
DMXL2	421	252	181	376	225	335	456	327
DNA2	247	149	200	235	103	162	114	152
DNAAF10	272	217	194	276	250	168	424	233
DNAAF3	539	306	268	511	1009	779	1619	1782
DNAAF4	5178	4808	5175	5682	2684	3845	4509	4392
DNAAF9	2929	2925	2448	3980	2261	3439	4841	3786
DNAH1	665	457	503	607	12	14	9	15
DNAH10	136	112	487	89	64	30	66	27
DNAH3	106	113	196	89	28	33	31	33
DNAJA1	227	158	56	143	64	98	86	129
DNAJA2	2343	2049	2528	2102	1079	1550	2080	1492
DNAJA3	1772	2139	2048	1579	2032	2312	4249	2910
DNAJA4	17710	20497	13071	26325	10555	8431	13793	16538
DNAJB11	1839	1175	1579	1792	717	934	1096	1122
DNAJB12	599	375	430	420	227	240	354	254
DNAJB2	4925	3917	4313	4404	2689	3884	4449	4002
DNAJB4	2027	2228	951	1565	578	928	894	2078
DNAJB5	4145	1777	3894	2732	1825	1759	2385	2974
DNAJB9	2471	2093	3208	2778	1082	1604	1878	1971
DNAJC1	935	662	596	986	245	416	393	366
DNAJC10	994	1350	1417	1484	2929	3304	4748	3766
DNAJC11	2324	1991	2761	2048	1511	1678	3195	2098
DNAJC13	3491	4160	2774	4871	1096	1380	2111	1748
DNAJC14	880	586	1079	908	412	510	671	483
DNAJC16	321	327	326	422	248	315	388	290
DNAJC17	171	125	172	163	80	81	184	85
DNAJC18	652	492	680	744	441	600	652	403
DNAJC19	1159	1373	1881	989	1353	1836	2873	1859
DNAJC2	1106	797	1098	972	662	855	1242	886
DNAJC21	1365	893	1034	1601	779	766	1391	851
DNAJC24	198	229	384	192	175	279	354	262
DNAJC25	514	291	388	470	206	229	312	244
DNAJC27	442	539	506	404	435	656	817	623
DNAJC28	184	196	247	187	338	370	457	382
DNAJC3	458	519	612	664	403	620	694	750
DNAJC30	502	542	432	504	250	255	483	348
DNAJC4	1148	1201	1392	1226	438	358	518	497
DNAJC5G	68	75	335	72	8	6	7	10
DNAJC6	598	667	1440	536	235	138	197	92
DNAJC7	239	225	329	164	7	0	7	4
DNAJC9	161	121	138	186	133	190	273	192
DNAL1	182	169	204	247	188	252	301	243
DNAL4	363	289	213	390	173	142	216	146
DNASE1L1	197	123	225	225	84	94	127	94
DNASE2	980	532	512	771	79	143	172	189
DNHD1	832	945	1364	974	21	46	50	20
DNLZ	318	356	277	390	80	133	190	132
DNM1	567	221	281	706	124	107	243	102
DNM1L	3325	3420	5575	3509	3169	3463	4573	3404
DNM2	5075	4036	5027	3917	3238	3183	5346	3641
DNM3	232	102	157	176	82	89	142	82
DNMT1	1282	860	848	1037	603	597	1035	767
DNMT3A	798	720	804	900	424	460	661	475
DNMT3B	85	184	130	169	44	62	54	29
DNPEP	2688	2327	3142	2330	1582	1848	2989	2313
DNPH1	451	562	264	337	2	8	7	7
DNTTIP1	779	371	579	608	337	419	732	517
DNTTIP2	403	320	379	267	68	91	134	80
DOC2A	192	161	197	211	75	86	156	106
DOCK1	1779	1939	2022	2221	1637	2646	2785	2307
DOCK10	441	145	197	323	96	74	119	88
DOCK2	428	65	173	112	42	30	84	47
DOCK3	374	348	893	361	321	522	564	453
DOCK4	360	669	451	584	317	435	490	365
DOCK5	1156	1154	1357	1268	360	747	842	597
DOCK6	2372	2465	2267	3415	1854	1354	3406	2926
DOCK7	815	584	553	868	409	452	703	565
DOCK8	453	189	318	238	103	85	179	87
DOCK9	2547	2997	3525	3465	2162	2074	3248	2490
DOK1	404	119	156	359	184	204	322	215
DOK4	1007	806	967	1235	725	843	960	990
DOK5	329	264	191	162	745	781	1525	1020
DOK6	527	394	317	452	4	15	16	10
DOK7	180	170	234	123	322	422	1021	687
DOLK	352	270	414	354	335	358	583	376
DOLPP1	196	134	133	213	106	149	169	136
DONSON	948	525	889	717	669	708	912	652
DOP1A	1369	1366	1471	1659	840	1273	1445	1132
DOP1B	1146	969	1130	815	369	424	619	513
DOT1L	408	208	438	341	218	221	386	513
DPAGT1	933	593	539	899	453	613	698	616
DPCD	445	391	466	484	840	1067	1563	1021
DPEP2	602	132	146	322	54	26	52	39
DPF2	1627	1079	1769	1303	798	1015	1350	1067
DPF3	619	480	830	329	251	354	440	290
DPH1	469	420	498	404	370	522	581	682
DPH2	262	191	312	334	103	35	109	99
DPH3	1437	1053	1292	1467	2696	2200	4782	3026
DPH6	218	204	454	160	125	253	270	167
DPH7	438	353	442	345	138	138	147	123
DPM1	1559	1074	1303	1391	582	635	996	752
DPM2	122	43	123	149	90	90	129	111
DPM3	369	383	436	428	481	372	732	504
DPP3	246	204	252	248	170	217	214	218
DPP4	431	156	96	283	177	250	324	308
DPP7	1201	1062	1300	1222	521	514	879	859
DPP8	377	984	1105	714	522	700	1016	679
DPP9	1197	945	770	1039	518	408	845	654
DPT	18062	7840	4339	21762	2024	1309	2502	1103
DPY19L3	454	235	330	445	162	170	232	145
DPY19L4	169	253	322	249	67	105	107	94
DPY30	858	795	894	683	624	780	1053	710
DPYD	293	83	131	190	78	96	129	97
DPYS	290	108	48	39	32	107	183	157
DPYSL2	6082	3541	4585	4839	1766	2114	3059	2255
DPYSL3	4339	3241	2105	8954	849	623	1097	697
DR1	2369	1837	2003	2154	1164	1469	1762	1434
DRAM1	495	165	264	218	41	49	83	91
DRAM2	2147	1645	2078	1435	659	755	1044	819
DRAP1	1522	1441	1708	1644	952	1081	1538	1155
DRG1	635	504	744	520	442	524	708	530
DRG2	2038	1547	1973	1900	822	1000	1407	926
DROSHA	1767	1563	1853	1563	1499	2116	2697	1877
DSC2	2915	3486	3837	3789	1561	1582	1704	1484
DSE	672	245	449	472	125	92	123	117
DSG2	1686	2380	2329	1848	1104	1841	1958	2026
DSN1	204	149	289	210	272	340	540	395
DSP	15393	23767	21854	19298	22280	26623	40326	25109
DST	21801	32504	22187	35435	20843	21414	25243	26601
DSTN	10564	8466	17100	8215	2114	2797	4933	2853
DSTYK	633	794	1154	977	985	1507	1784	1520
DTD1	760	765	992	689	112	137	170	135
DTD2	185	148	94	192	661	710	895	583
DTNA	4974	4465	5648	5529	3832	3941	4962	3829
DTNB	272	292	328	136	142	145	188	176
DTNBP1	444	372	494	345	350	812	907	669
DTX1	141	86	42	133	15	22	34	16
DTX3	964	896	790	1015	212	331	460	335
DTX3L	1266	719	1190	1211	337	290	594	377
DTYMK	427	308	422	378	58	77	163	112
DUOX1	270	96	75	256	3	3	5	7
DUS2	166	87	83	104	173	226	397	249
DUS3L	124	111	195	150	47	134	220	118
DUS4L	536	565	975	609	474	570	736	497
DUSP1	6244	20424	6355	5141	2113	3362	3255	3850
DUSP10	349	174	148	190	60	83	76	49
DUSP11	594	388	473	476	103	153	208	145
DUSP12	507	276	599	466	406	420	652	463
DUSP13B	303	251	181	386	301	316	370	172
DUSP16	1395	500	562	778	436	593	735	953
DUSP22	321	296	320	328	254	271	492	370
DUSP23	232	141	193	202	115	135	239	163
DUSP26	1424	1677	1405	1551	871	699	1080	1044
DUSP3	1136	1422	1337	992	1240	1225	1960	1698
DUSP5	927	1698	207	433	56	111	99	157
DUSP6	1329	1141	892	1169	746	817	1158	1285
DUSP7	120	82	142	104	59	60	116	67
DUT	1567	1158	1215	1503	592	1040	1308	1253
DVL1	358	413	297	375	370	329	721	372
DVL2	836	647	837	683	330	442	745	475
DVL3	2312	1710	3066	1697	1090	1235	1764	1478
DXO	590	360	519	451	279	273	517	303
DYM	1145	1176	1706	1262	624	844	1160	732
DYNC1H1	15299	15388	15427	18418	9622	10869	15162	12358
DYNC1I1	533	942	411	706	677	719	1194	1335
DYNC1I2	1935	1430	1440	1813	1295	1845	2179	1618
DYNC1LI1	3628	2902	3410	3443	2482	2642	3492	2324
DYNC1LI2	6282	4826	4733	7367	3034	3387	4022	3182
DYNC2H1	326	169	323	386	328	478	577	559
DYNC2I2	769	949	950	977	229	295	305	328
DYNC2LI1	571	354	479	531	367	556	667	448
DYNLRB1	1437	1022	1113	1477	673	737	1199	813
DYNLT1	1275	1374	1076	1662	268	248	443	281
DYNLT2B	171	173	262	201	215	233	383	255
DYRK1A	5600	4230	7042	5944	6262	7932	9427	7596
DYRK1B	941	745	640	752	958	1178	1170	1019
DYRK2	609	625	871	776	487	775	623	560
DYRK3	499	838	522	582	304	506	483	349
DYRK4	515	268	402	294	0	2	0	0
DYSF	5666	4033	4518	5123	4230	1922	5130	3386
DZIP1	1151	773	1031	1304	383	344	500	329
DZIP1L	234	244	326	253	69	137	145	71
DZIP3	954	815	645	997	1200	1845	2004	1325
E2F4	1637	1216	1460	1566	658	725	1111	876
E2F5	217	144	234	200	164	197	285	183
E2F6	1094	791	1059	921	271	340	614	619
E2F8	72	144	176	143	98	129	129	79
E4F1	764	620	893	656	551	562	932	821
EAF1	127	124	129	90	111	72	148	129
EAPP	797	503	990	650	398	655	846	550
EARS2	1000	1038	1123	873	841	1118	1702	1320
EBAG9	932	681	1017	778	693	852	1306	862
EBF1	1133	668	1006	1275	364	339	583	287
EBF2	1586	879	1531	2159	394	316	559	338
EBF3	1220	842	1047	1332	392	419	535	370
EBNA1BP2	960	651	836	973	543	699	892	743
ECD	1501	1011	1170	1019	533	720	964	850
ECE1	1862	1605	2735	1841	1505	1358	2096	1922
ECH1	752	487	606	369	475	665	977	611
ECHDC1	2305	2010	2690	1753	1529	1696	2353	1691
ECHDC2	3120	2794	3625	3354	672	968	1174	943
ECHDC3	713	1242	593	635	378	625	953	640
ECI1	250	166	381	246	453	699	1073	750
ECI2	6874	7904	8870	6687	2347	3561	4421	3155
ECM1	1843	1584	1647	2788	605	381	780	584
ECM2	2813	2181	1179	3726	423	437	693	404
ECPAS	5244	5154	5221	5870	3507	4327	5726	4248
ECRG4	2450	1059	943	1746	716	571	869	830
ECSCR	647	486	421	745	337	258	496	358
ECSIT	1201	1488	1460	1124	2001	2273	3630	2371
ECT2	382	299	289	322	158	168	228	119
ECT2L	267	37	85	256	297	301	315	274
EDA	85	73	144	99	33	53	91	72
EDC3	709	523	596	648	276	342	461	346
EDC4	2079	1240	2148	1509	1240	1582	1895	1689
EDEM1	1024	686	924	803	1011	1109	1633	1154
EDEM2	481	278	399	452	180	148	282	212
EDEM3	1577	1402	913	1662	1237	1601	2015	2083
EDF1	1318	1152	1067	1332	681	707	917	752
EDIL3	547	548	131	607	241	52	178	430
EDN1	646	132	280	293	16	23	37	16
EDN2	337	20	136	66	0	1	0	3
EDNRA	2790	1984	1532	3090	1013	2369	1364	737
EDNRB	952	847	1046	628	1378	783	2496	2010
EDRF1	746	801	844	789	420	551	786	558
EEA1	1309	1112	1059	1483	962	1076	1517	1298
EED	810	499	614	711	338	460	727	542
EEF1A1	3285	2020	1905	3442	659	687	1105	808
EEF1A2	15384	17390	15245	14428	11346	12313	18615	13196
EEF1AKMT1	266	132	146	207	194	286	344	252
EEF1AKMT2	608	473	655	481	173	322	276	300
EEF1AKMT3	332	140	133	275	99	103	126	86
EEF1B2	2851	2266	3263	2973	3232	4097	5130	3548
EEF1D	4713	4419	6213	5529	1615	2115	2723	2388
EEF1E1	587	529	879	594	447	604	680	541
EEF1G	1744	1631	1621	1640	2211	2466	3120	2448
EEF2	16405	20847	27855	16489	8963	12116	15982	14078
EEF2K	1304	1665	2493	1052	926	1674	1742	1053
EEFSEC	488	536	604	565	220	255	323	239
EEIG1	1521	1014	1107	1345	672	654	914	1232
EEIG2	549	413	287	630	255	343	294	216
EEPD1	879	736	484	815	362	392	584	345
EFCAB10	332	292	343	299	363	410	527	348
EFCAB13	446	276	160	449	81	65	118	122
EFCAB14	1700	1964	2093	2159	1175	1353	1904	1442
EFCAB2	291	323	464	183	841	797	1315	722
EFCAB7	364	269	352	368	233	403	414	299
EFCC1	170	176	112	165	100	78	131	111
EFEMP2	4062	3617	3480	4358	1368	1650	2140	1664
EFHC1	152	152	140	193	131	171	268	135
EFHC2	543	599	1454	380	12	12	22	19
EFHD1	861	553	692	565	474	1271	1432	1421
EFHD2	234	65	155	98	44	28	64	40
EFL1	548	353	396	577	242	286	388	292
EFNA1	613	643	558	838	369	432	620	567
EFNA5	1300	797	938	1686	648	1323	958	610
EFNB1	270	205	335	168	176	219	236	144
EFNB2	1040	1667	884	1500	653	689	1061	751
EFR3A	1768	2454	2064	2437	3161	3361	3952	3745
EFR3B	170	247	120	227	31	42	68	59
EFS	712	403	367	800	81	101	156	144
EFTUD2	2747	2002	2769	2482	1947	2272	3291	2142
EGF	407	355	636	594	32	84	162	95
EGFL7	1311	1257	1566	1624	798	568	1183	993
EGFL8	436	217	422	417	188	172	323	272
EGFLAM	702	613	337	930	561	336	787	506
EGFR	192	269	520	332	106	96	190	216
EGLN1	4854	3948	6325	3836	2783	3375	4765	3616
EGLN3	13195	6209	3892	11229	4342	8041	8458	9433
EGR1	2651	25958	2764	2044	1010	1104	1011	1473
EGR2	279	1592	20	270	54	56	58	82
EGR3	393	2938	38	255	144	59	45	175
EHBP1	1265	1065	1215	1273	1240	1483	2094	1452
EHBP1L1	2544	1847	1392	2478	1271	966	1855	1409
EHD1	1723	1507	1488	1924	1223	1303	2011	1612
EHD2	2802	1835	1418	2701	1331	988	1756	1459
EHD3	2252	1289	1289	1422	672	616	1253	1337
EHD4	1013	756	1571	723	654	1209	911	1755
EHHADH	1737	1737	1389	1096	929	1608	2277	1323
EHMT1	1169	822	1070	989	441	546	712	650
EHMT2	1585	1071	1161	1479	491	582	770	587
EI24	350	272	587	358	215	284	350	282
EID1	11022	10376	18347	11394	7622	9151	11843	8782
EIF1	13414	13025	14705	12441	5710	6957	9609	8757
EIF1AD	234	155	271	209	123	167	234	192
EIF1B	5978	5996	6178	5861	3589	5729	7274	5082
EIF2A	3457	3007	5034	3201	2030	2887	3969	2791
EIF2AK1	1732	1384	2564	1401	536	726	1004	538
EIF2AK2	125	135	105	143	55	58	102	84
EIF2AK3	1602	415	491	812	223	268	434	957
EIF2AK4	1443	989	1120	1024	948	1233	1505	1070
EIF2B1	753	532	861	747	451	648	833	685
EIF2B2	739	598	605	673	659	692	1054	842
EIF2B3	1280	1942	2635	1475	715	956	1522	1134
EIF2B4	1833	1417	1688	1673	1028	1233	1574	1230
EIF2B5	2066	1711	2148	1919	987	1241	1842	1418
EIF2D	2533	2199	1993	2635	1690	2233	3160	2427
EIF2S1	2692	2064	3193	2481	1095	1435	1926	1463
EIF2S2	238	193	211	171	104	148	146	115
EIF2S3	207	205	274	280	107	217	175	129
EIF3A	7580	7119	9008	7538	3745	5178	7198	5383
EIF3B	3788	2807	3710	3224	2314	2993	3684	3001
EIF3D	5407	4139	5249	4909	2732	2975	4409	3032
EIF3E	2414	2013	2777	2132	1567	2159	2412	1964
EIF3F	3336	2380	3807	2878	1567	1951	2528	2229
EIF3G	4181	5029	6473	4065	2135	2199	2848	2398
EIF3H	5946	4516	5791	5001	3021	3765	5379	3795
EIF3I	2332	2133	2598	2256	1012	1285	1733	1387
EIF3J	2020	1606	2334	2072	1811	2304	2957	2207
EIF3K	2875	2793	3616	3071	2283	2828	3726	2788
EIF3L	2846	2648	4129	2526	935	1207	1910	1412
EIF3M	4155	3530	4689	3866	1875	2475	3012	2173
EIF4A1	344	287	259	313	5	15	7	12
EIF4A2	20759	17378	11907	20688	11445	18195	20722	16958
